/users/Xuran/hash_rt/build/hash_rt --num_threads=17 --str_key_size=8 --str_value_size=100 --num_ops=1000000 --first_mode=true --work_usec=0 --batch_size=80
Harness starting.
 /users/Xuran/hash_rt/build/hash_rt --num_threads=17 --str_key_size=8 --str_value_size=100 --num_ops=1000000 --first_mode=true --work_usec=0 --batch_size=80 --seed 410627490
Init time:900233988
Scheduler cores: 8
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 5
Pausing: active threads: 4
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 5
Pausing: active threads: 4
Pausing: active threads: 3
Pausing: active threads: 3
Pausing: active threads: 5
Pausing: active threads: 4
Pausing: active threads: 4
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 5
Pausing: active threads: 5
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 5
Pausing: active threads: 5
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 5
Pausing: active threads: 4
Pausing: active threads: 3
Pausing: active threads: 4
Pausing: active threads: 5
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 5
Pausing: active threads: 5
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 5
Pausing: active threads: 4
Pausing: active threads: 3
Pausing: active threads: 3
Pausing: active threads: 4
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 5
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 6
Pausing: active threads: 7
Pausing: active threads: 6
Pausing: active threads: 8
Pausing: active threads: 7
Pausing: active threads: 6
